,Return,Return-7,Return+1,Return-30,target_multi,target_bin,Month,DayOfW,Return_eth,Return_bnb,Return_ada,Return_lite,Trend_Bitcoins,R_eth,R_bnb,R_ada,R_lite,Date,avg-block-size,cost-per-transaction,hash-rate,miners-revenue,mvrv,my-wallet-n-users,n-transactions-per-block,nvt,transaction-fees-usd
878,-0.4889,7.4844,-5.9791,-7.6822,-1.0,0.0,4,3,-1.1311,-0.0307,-0.2233,0.0797,5.800000000000002,0.9993051213629718,0.9922390085307058,0.9973638678226986,0.9619304482643648,2020-04-09,1.06938335714286,49.6711356833184,112650577.826398,14241012.6272215,1.33138460306843,47456904.0,1861.7272727272698,24.340390492526804,170337.190654418
879,-6.0013,1.962,-0.0934,-13.2206,0.0,0.0,4,4,-7.2686,-8.7814,-8.1494,-8.9019,6.0,0.9794692792148195,0.9911310970952892,0.9930771123189502,0.92058710960631,2020-04-10,0.9000772944785279,49.790115886775105,119234053.15391499,14368680.593185,1.25368866116623,47473019.0,1770.46012269939,16.5581564641118,144680.59318499
880,-0.1217,-0.123,1.633,37.9878,0.0,1.0,4,5,-0.2037,0.4845,0.4185,0.1476,5.2,0.9858399645206958,0.997465727147388,0.9972016434204998,0.9938108645501612,2020-04-11,0.784763679245283,55.282371803344404,116308064.11946298,13917060.689632902,1.25657146208311,47525466.0,1558.81761006289,16.8032924885679,95448.18963293
881,1.648,2.65,-1.8082,25.2958,0.0,0.0,4,6,1.8391,4.0763,1.4312,0.3059,5.5,0.9987113010309724,0.9773380953772933,0.997509146024316,0.9850465209972544,2020-04-12,0.800401980392157,58.4156265205156,111919080.56778501,13349664.7131069,1.24213857142025,47546055.0,1493.65359477124,31.5378738338194,89377.213106895
882,-1.7311,-5.8685,-0.0381,31.6261,0.0,0.0,4,0,-2.7633,4.3767,-1.9981,-3.0469,5.800000000000002,0.9941174554470106,0.5589600875192983,0.9965438986072697,0.9720046050195774,2020-04-13,0.92931029239766,50.1981120036146,125086031.222819,14683700.7327373,1.21631509460253,47576268.0,1684.87134502924,33.6031709540186,114113.232737325
883,-0.0125,-4.654,-2.9276,26.8922,-1.0,0.0,4,1,0.7933,3.4173,-0.4498,-0.41,5.300000000000002,0.933256053421074,-0.25792846754023885,0.9471055535419912,0.6336049914280519,2020-04-14,0.988374017857143,48.7254431006258,122891539.44698,14587959.135339499,1.25441971904151,47619558.0,1782.0892857142899,18.279260852039197,154671.635339455
884,-2.972,-9.4352,7.1467,32.4586,1.0,1.0,4,2,-2.7155,-6.1042,-3.3253,-3.6296,5.4,0.9632629894230946,-0.11716602394919574,0.9893696519015097,0.9253693203817848,2020-04-15,1.1768866508875702,46.9258048671644,123623036.70559299,14558871.7374524,1.2225247464509,47652972.0,1835.8165680473398,21.1982544379202,180221.73745236
885,7.1735,-2.5374,-0.2897,36.1904,0.0,0.0,4,3,12.374,7.6913,7.8621,7.6817,6.300000000000002,0.9338414240631474,0.45730599285004686,0.9959610126006104,0.9728991897088893,2020-04-16,1.1114904025974,41.7948357085057,112650577.826398,13495677.8347836,1.20849213341206,47693916.0,2096.77272727273,20.4720902906837,198528.97918529
886,-0.2862,3.3602,2.2756,35.4637,1.0,1.0,4,4,-0.372,0.2171,0.4212,0.164,5.6000000000000005,0.9645613860542779,0.9086798652669645,0.9952163244876618,0.9953851641070676,2020-04-17,1.28623061417323,39.9360818632395,92900151.843848,11584618.690806698,1.28034180232509,47718896.0,2237.96850393701,19.2946763466243,183924.940806665
887,2.3317,5.811,-0.9403,17.2256,0.0,0.0,4,5,8.9128,5.3781,5.5743,3.769,5.6000000000000005,0.9621368027198466,0.9339819908295646,0.9682727912545083,0.9914935591153916,2020-04-18,1.15072607594937,49.3265191176367,115576566.86085,14261973.778558802,1.29365004217556,47766528.0,1829.9620253164603,22.398509231199498,137861.278558785
888,-0.9847,3.132,-4.2766,15.9813,-1.0,0.0,4,6,-2.808,-2.8147,-2.0698,-3.8632,5.6000000000000005,0.9648367046051471,0.9689854050960681,0.9654436914124289,0.9653896714803218,2020-04-19,0.9758527697368421,54.4932067671539,111187583.309172,13731416.2140145,1.31490182210657,47784041.0,1657.78947368421,30.290787354001104,111572.46401451
889,-4.2427,0.5394,-0.0238,11.2673,0.0,0.0,4,0,-5.0601,-6.5365,-4.5495,-4.3263,5.300000000000002,0.7458218171071672,0.9687745152529629,0.8309238928785108,0.9390221483299019,2020-04-20,1.04926998757764,46.425084859636705,117771058.63668899,14513595.7291591,1.2765692953593402,47812712.0,1930.4968944099398,27.281899249363104,154876.97915905
890,0.0078,0.5538,3.4429,18.0107,1.0,1.0,4,1,0.4186,0.9422,1.5808,0.5649,5.300000000000002,0.8297987507008784,0.9826288693395585,0.8689307004603858,0.9520491210841358,2020-04-21,1.06824913422819,42.2422605181555,115730561.554044,13280755.495605499,1.25481957741849,47870493.0,2086.24832214765,21.5148982560111,161936.74560551
891,3.4562,7.1528,4.391,10.9236,1.0,1.0,4,2,5.7504,3.2368,5.3938,2.1812,5.300000000000002,0.9777810243126264,0.9687449151717192,0.9039941559125926,0.917294698733247,2020-04-22,1.0313912213740501,41.6028773016883,103923467.233466,11597010.0622321,1.2967024063676498,47888302.0,2127.9007633587803,22.300765901199398,178220.413801023
892,4.3309,4.3969,1.631,10.3184,1.0,1.0,4,3,1.3189,1.9331,11.0336,2.5299,6.2,0.9375144139215548,0.8832420608750974,0.9354339907203802,0.9620251181232428,2020-04-23,1.28789437323944,40.127745193341,112649865.24543601,13203833.9171429,1.30587902240743,47940056.0,2317.21830985915,20.769616200066,300990.16714290006
893,1.57,6.4079,0.2521,13.0195,0.0,1.0,4,4,2.1676,0.1497,3.08,4.2232,5.9,0.9632341760980636,0.9632105195268403,0.996274136737735,0.9586223758821172,2020-04-24,1.27385038888889,43.0990266044061,114236483.06579499,14000287.802175302,1.3628292241800601,47960512.0,2222.6041666666697,17.2668351844466,281706.55217529
894,0.2576,4.3026,1.4522,12.7076,1.0,1.0,4,5,3.3339,1.826,1.2849,-0.2238,5.6000000000000005,0.935150448417155,0.9629400273723605,0.9955501020395805,0.9564081120874653,2020-04-25,1.2396124852941202,46.402043855310104,107890011.784362,13029925.924790401,1.36362270262328,47990819.0,2064.74264705882,14.4216294207217,209882.174790355
895,1.4495,6.8217,1.507,18.7033,1.0,1.0,4,6,0.9743,0.494,8.1924,-0.0689,5.9,0.8740391358368482,0.9287262289766985,0.9688469518053817,0.9320797792611158,2020-04-26,1.07241461313869,52.5184758501002,108683320.694541,13360910.330168901,1.3973562383503797,48039229.0,1845.49635036496,34.5482964576652,158510.64764478302
896,1.5129,13.2759,0.147,24.8856,0.0,1.0,4,0,-0.1271,0.208,1.4433,0.073,6.300000000000002,0.8684053542689091,0.8870023112254559,0.9653136642201063,0.6822643806576916,2020-04-27,1.17940679432624,44.4534044135194,111856556.33525701,13997087.901089301,1.39942929716674,48060199.0,2207.21276595745,29.447172133805104,218381.651089275
897,0.1294,13.4694,12.7318,31.8305,1.0,1.0,4,1,0.5788,-0.0215,1.2117,2.8846,6.6000000000000005,0.7758050290043083,0.832553823345788,0.9666077200492701,0.5446734207417704,2020-04-28,1.21570103896104,46.6323333642837,122169572.16758601,15084394.035011701,1.39822920383003,48106471.0,2100.48701298701,17.4882132418957,214812.785011675
898,12.7368,23.6586,-1.6189,36.878,-1.0,0.0,4,2,9.3231,6.363,9.4537,6.7036,9.3,0.9942082979911022,0.9971938684621151,0.9170349004642844,0.969278228781745,2020-04-29,1.19593875172414,46.078761107970706,115029791.975974,15737371.4387275,1.47560333294446,48126954.0,2285.52413793103,18.8317550975028,445085.891699809
899,-1.5813,16.5394,2.3816,34.4779,1.0,1.0,4,3,-4.2908,-2.3717,-7.485,-4.9521,10.0,0.9531994333016287,0.9689217273671455,0.8413850558727954,0.8842124317647215,2020-04-30,1.26880717777778,49.62861421464461,107096702.874182,16397343.7651328,1.6778130666106799,48165067.0,2384.9777777777804,9.46503621769387,971607.283471105
900,2.2136,17.4001,1.3969,34.1769,1.0,1.0,5,4,3.0386,3.0415,7.1802,2.3064,6.8900000000000015,0.9588004509849117,0.9681272610423761,0.8476484770709388,0.8512718595770431,2020-05-01,1.2505398794326201,49.2306658615637,111856556.33525701,17578400.0138616,1.55575535864039,48228328.0,2415.4184397163103,9.88696739879112,997350.01386165
901,1.3478,18.7407,-1.0138,32.3093,0.0,0.0,5,5,0.5113,0.1885,-0.3555,3.5329,6.37,0.9412627864870575,0.9627262177289084,0.8011425411679096,0.7983750603343631,2020-05-02,1.34151207432432,59.347321891426894,117409718.706511,17019209.5407702,1.59681934506754,48247908.0,1937.6554054054102,23.0306293364968,605690.790770165
902,-0.9589,15.8545,0.1707,32.1396,0.0,1.0,5,6,-2.0519,-2.5907,-4.1209,-2.4215,6.8900000000000015,0.5878114334730641,0.6169549092053203,0.5400901648078387,0.7564860359797317,2020-05-03,1.19645580952381,69.5408005495611,133275896.910094,19630255.3423323,1.63022304822666,48305123.0,1677.0952380952401,33.8061387592724,514184.098905119
903,0.1901,14.3293,1.0145,29.7797,0.0,1.0,5,0,-1.2883,-0.2042,1.4296,-1.5951,6.37,0.6392980579090978,0.5615781745244157,0.7320480726904718,0.850993120302022,2020-05-04,1.08609900632911,54.887253618017,125342807.808302,17898623.6303281,1.55936772901213,48321491.0,2063.9113924050603,24.487767160043802,588614.779659312
904,1.0125,15.3196,2.9511,32.571,1.0,1.0,5,1,-0.5954,-0.9868,-0.6241,-1.3973,6.24,-0.24300715676831425,-0.2597532493046233,-0.12020456504358046,0.048522241674203555,2020-05-05,1.20414426582278,55.5579450400896,126294576.81433602,18282730.764067497,1.6119724464386103,48389132.0,2082.75316455696,19.001237065759803,641549.51406749
905,2.9012,5.3144,7.3662,27.4621,1.0,1.0,5,2,-1.1747,-1.4773,0.9432,-1.7662,7.41,-0.5981373057162985,-0.6211455792095255,0.17333836755893525,-0.6490996859585747,2020-05-06,1.2103633831168799,56.967033117195996,123288445.65559399,20611754.955430802,1.6489962215253002,48410670.0,2164.9025974026,15.851369656841399,668834.405895864
906,7.4458,14.9328,-1.0938,38.6698,0.0,0.0,5,3,4.1079,2.1326,2.7463,2.8477,8.97,0.38604831649517757,-0.19034537124420217,0.9474958860578906,-0.20162495462226598,2020-05-07,1.3139920204081599,53.3553440801215,117684425.398522,18246780.7005844,1.6636895249806398,48457904.0,2326.43537414966,17.7105592034197,840525.08231752
907,-0.941,11.0313,-2.5275,34.2042,-1.0,0.0,5,4,0.3739,1.306,2.3883,1.2144,10.14,0.7662899041697905,0.3386094155024497,0.8821893531309772,0.3965153631155132,2020-05-08,1.27432859854015,56.0721702694106,109678682.174133,18271845.620501,1.77236887874536,48534979.0,2362.22627737226,12.7348473136361,1034676.87050096
908,-2.51,6.7341,-8.7292,31.3856,-1.0,0.0,5,5,-0.7235,-1.6492,-1.0008,-1.1816,8.450000000000001,0.8484941989107019,0.6311751265046629,0.8462794613938,0.7131358027637683,2020-05-09,1.2920736911764699,55.620677407931794,108878107.85169399,17375844.0015605,1.71057622811515,48596833.0,2297.0514705882397,14.485595306677101,847586.6466953979
909,-8.7032,-1.5851,-1.766,27.5426,-1.0,0.0,5,6,-10.8496,-9.6914,-7.8598,-10.3532,12.09,0.9587613224391218,0.933519422252433,0.9174539891245073,0.946411540851057,2020-05-10,1.2466887941176499,66.5166166003509,136097634.81461698,19252835.575272,1.5193340514851899,48711408.0,1686.99411764706,16.7403034022453,555622.759303741
910,-1.7559,-3.4878,2.3563,25.4074,1.0,1.0,5,0,-1.4416,-1.5804,0.8638,-1.5541,13.0,0.982608168047125,0.982556864127819,0.9333071775340241,0.9802433564243256,2020-05-11,1.28364698089172,55.6794889441733,125690168.622911,17168436.3390022,1.6075907470856898,48762353.0,1948.0191082802498,20.9232478941604,785376.9640021691
911,2.2542,-2.2058,5.2872,26.2998,1.0,1.0,5,1,1.8481,4.1001,4.8384,0.8928,9.49,0.9917759913926185,0.9890943315092767,0.895646551722869,0.9926052455500917,2020-05-12,1.27995578767123,25.927379556701798,116883851.076083,8950520.33366681,1.5380445393382098,48797754.0,2364.48630136986,15.2783547134406,962885.958666815
912,5.2763,0.0132,5.0025,35.4264,1.0,1.0,5,2,5.1851,2.5174,2.1939,2.5194,8.19,0.9879104411483373,0.9745406783002372,0.8557771518007831,0.9091374547578751,2020-05-13,1.29675055462185,25.9082950114654,95268344.370232,7822621.054286799,1.5832571277098701,48854308.0,2494.08403361345,15.6268152330509,997849.3672714259
913,4.9873,-2.1886,-4.1662,42.2554,-1.0,0.0,5,3,2.0401,1.3755,-0.9248,1.9734,8.19,0.9836287686716187,0.9312833272350319,0.7352692009250268,0.985856918083755,2020-05-14,1.32324637719298,30.6795715396832,91265472.7580373,8245134.85128987,1.72561582983761,48896393.0,2357.45614035088,16.0823766183093,1399772.35128988
914,-4.1718,-5.2269,0.5233,40.4403,0.0,1.0,5,4,-3.613,-3.6296,-0.7923,-2.5301,7.15,0.9716847706671502,0.8849450650674917,0.727283416733634,0.9842650626836853,2020-05-15,1.272443528,28.8756268536516,100071790.304866,8969982.47707204,1.6721179783172802,48985559.0,2485.136,18.541685225982302,1539241.85207204
915,0.469,-2.2606,3.1324,31.7588,1.0,1.0,5,5,2.5886,1.8909,1.0095,0.8437,6.37,0.9282953834648345,0.79025862768456,0.36497642383296897,0.9720783585290345,2020-05-16,1.2626863571428601,28.423956188403697,100872364.627304,8429266.32745205,1.66703914954142,49008283.0,2353.6111111111104,23.377584096237804,1018775.6908056999
916,3.1553,10.4416,0.5774,36.2808,0.0,1.0,5,6,3.265,1.7562,0.8446,1.0665,6.11,0.7985874455338267,0.7654561653491914,0.08061214090378316,0.9285969352417297,2020-05-17,1.32779232352941,30.0344255350804,81658580.8887703,7112392.24211133,1.72367684556324,49038987.0,2321.64705882353,31.156182191497102,972748.49211133
917,0.5259,13.0761,0.0253,34.018,0.0,1.0,5,0,3.5454,1.9489,5.7668,3.5699,6.5,0.7904797504167297,0.9152062585530653,0.5585186890686505,0.7986871126139816,2020-05-18,1.3527313828125,34.07924860462,102473513.27218199,9800851.10620265,1.6845595289508,49098935.0,2138.4609375,25.6844046906146,1657263.60620265
918,0.0203,10.501,-2.118,35.3243,-1.0,0.0,5,1,-0.5377,3.0984,4.1033,0.3767,5.98,0.9618795051283525,0.8707729860756366,0.7812308687971244,0.8760659082673011,2020-05-19,1.33328306086957,31.650182880050803,92066047.0804763,8879553.757546902,1.72389441904701,49137349.0,2390.4086956521696,17.2256173494986,1803715.02037417
919,-2.0806,2.7292,-4.6332,38.376,-1.0,0.0,5,2,-1.5692,-1.4853,0.7368,-2.6776,6.24,0.8559315426175493,0.5802999687591812,0.36801454044723114,0.7905312175560067,2020-05-20,1.3278501478260902,31.462774431359897,86971887.3185643,8810740.96343472,1.71392990121333,49203381.0,2435.10434782609,15.9101203866327,1857616.11969975
920,-4.6308,-6.698,1.1101,31.9961,0.0,1.0,5,3,-4.8758,-4.5292,-8.1292,-3.2012,6.76,0.9031300455679904,0.6304395814424973,0.33914946815159797,0.8373846695416255,2020-05-21,1.29565793129771,31.661452077934605,98579623.7035512,9450405.20057815,1.6609382821743799,49227101.0,2278.4961832061103,16.8674248566243,1861114.57557815
921,1.126,-1.5611,0.2909,29.0194,0.0,1.0,5,4,3.669,3.1824,6.79,3.4571,5.46,0.9413093963811618,0.7608090747864443,0.49075682786452274,0.8951264301945737,2020-05-22,1.29705125225225,27.8724350183625,83529299.47400141,7770388.92415917,1.6104930172743002,49291081.0,2511.5675675675698,18.153687367108397,1447001.42415917
922,0.2637,-1.7887,-4.5489,23.9519,-1.0,0.0,5,5,0.7239,-0.2603,-0.9277,-0.3961,5.33,0.8530515101484538,0.9262083722832908,0.7243026363042702,0.8423164677294348,2020-05-23,1.27885055462185,29.131443859122896,89549429.1658213,7843058.63019165,1.61914521007427,49309268.0,2262.43697478992,31.5985710819103,994049.25519165
923,-4.5799,-9.1035,1.3261,16.4148,0.0,1.0,5,6,-3.0404,-2.9934,-4.748,-3.566,5.07,0.7571365980945651,0.90108306815346,0.8376580577881114,0.8168414743708418,2020-05-24,1.4127735603448301,33.9664678076797,87291880.53138879,7286826.33878152,1.56759421692809,49345089.0,1849.3965517241397,28.070601627122397,669463.838781515
924,1.3752,-8.4268,-0.807,17.662,0.0,0.0,5,0,1.6522,2.0301,3.4931,1.2745,5.8500000000000005,0.5134548744990803,0.7120559830814137,0.6553092740873946,0.8528481370503903,2020-05-25,1.2793313999999998,28.9220866679624,94064526.43468629,7689659.79284451,1.5361708684937798,49413967.0,2127.0,21.323990165098397,812882.458533699
925,-0.8366,-9.1888,3.9158,15.0417,1.0,1.0,5,1,-1.6356,-1.193,-0.837,-1.1535,5.59,0.9468072453568455,0.9527292944663062,0.9670321093570151,0.9879047748526789,2020-05-26,1.30755558064516,25.5813937261146,93312010.2232088,7687822.76814688,1.5464488646036898,49435577.0,2385.33870967742,20.9519272499948,721876.362825904
926,3.8884,-3.5909,3.7548,17.7718,1.0,1.0,5,2,3.4525,1.7308,3.1844,3.4246,5.33,0.9684745008427975,0.9247247362590832,0.9724694797408283,0.9927700483211926,2020-05-27,1.34352728985507,29.358821477053198,103847237.183894,9241012.00693874,1.5678193716598001,49483073.0,2122.65942028986,18.414726346984,745727.631938745
927,3.7105,4.8888,-0.9094,22.0146,0.0,0.0,5,3,5.2445,3.4025,17.1245,2.0215,5.2,0.9843862242830678,0.9705629177363112,0.9435617421377723,0.9916767241725726,2020-05-28,1.28180148854962,28.1988842926557,98579623.7035512,8457127.38821037,1.61489075134083,49503721.0,2289.3893129771,16.3644594109978,826468.01321037
928,-0.9365,2.7938,2.7682,7.2501,1.0,1.0,5,4,0.3411,-0.2059,0.0232,-0.2771,5.2,0.9751578344258556,0.9677512778580423,0.942252478546185,0.9913926342876531,2020-05-29,1.2709125511811001,29.862548950709996,95569558.8576412,8526743.18954307,1.6530652736372802,49534814.0,2212.28346456693,18.4035389600597,898408.814543075
929,2.7704,5.333,-2.4675,12.0327,-1.0,0.0,5,5,9.7991,4.1449,18.8045,6.5104,4.55,0.9165909061377538,0.9542877623208567,0.9130709692673394,0.9179753929086524,2020-05-30,1.2455241025641,34.6559503218519,117392528.990488,9913195.96576446,1.6698410608048702,49578861.0,1833.62820512821,20.7568163721414,650716.372014456
930,-2.4644,7.6298,7.4644,6.7265,1.0,1.0,5,6,-4.6939,-3.9566,-3.3197,-4.0964,4.68,0.8888039154054613,0.9701539888795193,0.8548062963473633,0.8729326430089993,2020-05-31,1.05190532,36.9250018712685,112877431.721623,9542417.4585863,1.67925330278532,49592093.0,1722.84666666667,32.8590195930045,582754.267796826
931,7.4355,14.15,-6.2698,13.113,-1.0,0.0,6,0,6.9876,4.9528,9.326,5.5975,6.3,0.8288787796428561,0.9009851540280445,0.7764264557210403,0.8686725194835403,2020-06-01,1.2693764552238798,28.5992508692279,100837172.337984,8910754.39107795,1.67832027524656,49639293.0,2300.83582089552,22.5584011759159,766439.64780061
932,-6.2302,7.8636,1.3318,7.1069,0.0,1.0,6,1,-3.893,-3.7924,-3.1204,-4.5138,9.0,0.8111362033899451,0.9065270510751902,0.6750534260676714,0.8851350781145949,2020-06-02,1.28366721705426,29.401029900650503,97074591.2805962,8941264.80720643,1.76352068051337,49657733.0,2357.47286821705,11.6891948877304,965817.93220643
933,1.2897,5.1813,1.4904,8.3484,0.0,1.0,6,2,2.8577,1.8033,8.8145,2.7064,6.3,0.814838457071059,0.8739518862017551,0.4119770455774792,0.8722605712678068,2020-06-03,1.28282743165468,28.9211158235703,104599753.39537099,9081230.36860107,1.6614724824541398,49685422.0,2258.9928057554002,14.0456506911962,784999.11860107
934,1.4994,2.8857,-1.3785,8.8588,0.0,0.0,6,3,0.1315,0.1063,4.2594,0.9258,6.39,0.8262254388436804,0.9504814283698095,0.40920845519205,0.9099778782222899,2020-06-04,1.2364715629139098,30.677896226339197,108668660.65278001,9764314.20040038,1.6827082474702901,49727947.0,2107.8476821192103,16.994842255908,605764.20040038
935,-1.3743,2.3986,-0.1226,4.2807,0.0,0.0,6,4,-1.28,0.6834,-4.0517,-1.3032,6.5699999999999985,0.8376884359840279,0.8622788568583363,0.010689766742755081,0.8767021920600804,2020-06-05,1.0425868044692699,35.3094095410375,122192367.72521101,11573082.6899895,1.7052891464767301,49752400.0,1827.2737430167604,15.948640563577001,546338.93998952
936,-0.1161,-0.4818,1.0895,-2.9929,0.0,1.0,6,5,0.3026,-0.8641,0.6753,-0.7113,5.58,0.8541360356521528,0.6875528328613492,0.9473333813905804,0.9484872457870763,2020-06-06,0.793185081632653,43.2181571308434,133797229.464477,12477168.3999888,1.6892941851934498,49804097.0,1453.43367346939,22.4686190476329,310840.27498877
937,1.0965,3.1476,0.1295,-0.8515,0.0,1.0,6,6,1.3473,-0.5166,0.7195,-0.1626,6.0299999999999985,0.6813799225637259,-0.36512143459765084,0.9053430123950117,0.4320677883234563,2020-06-07,0.861702465408805,38.9154835973661,108539589.20842801,9821022.764500098,1.68486254754734,49830071.0,1587.22012578616,39.5629509808791,252841.514500095
938,0.1171,-3.8927,0.2478,1.8511,0.0,1.0,6,0,0.4614,-0.3054,-0.3149,-0.3969,6.0299999999999985,0.867595669233844,-0.5371468196640878,0.784337900777689,0.25437001221809563,2020-06-08,1.15165127777778,32.1651728973546,110587505.985945,10379765.6243221,1.6993511965083603,49888402.0,1958.48765432099,33.091242444836,411865.624322125
939,0.2183,2.7902,0.7595,11.8686,0.0,1.0,6,1,-0.5133,0.1993,-3.5133,-0.8651,5.94,0.9179932387582933,-0.8227482404074516,-0.2998449072700526,-0.8233257947048508,2020-06-09,1.17659488125,30.9416039987778,109222228.134267,10182263.043917801,1.6878143555896699,49902586.0,2044.2125,18.4829413462691,343909.918917795
940,0.7757,2.2096,-5.5553,14.7446,-1.0,0.0,6,2,1.0713,-0.1491,0.1643,1.3256,6.3,0.9312683963040694,-0.83269005623862,-0.6460397726953218,-0.2578616921071439,2020-06-10,1.08085750609756,31.987607405107497,111952783.837623,10401186.386667,1.69541809215976,49927417.0,1982.7012195122,14.2248618228016,375636.38666696
941,-5.5551,-4.886,1.7064,5.8755,1.0,1.0,6,3,-6.4011,-6.3456,-9.7917,-6.788,6.84,0.9915481428815535,0.9768548265464406,0.8718230722932071,0.9705612726346472,2020-06-11,1.3824711945946002,34.5081631025847,126288201.28024599,11473619.1499784,1.7210360964705198,49977636.0,1797.2432432432397,16.8453726763218,370845.026593711
942,1.7183,-1.9108,-0.0587,2.2746,0.0,0.0,6,4,2.5333,2.312,5.5541,3.0513,6.21,0.9910469313960477,0.9881591187119726,0.9114967793861347,0.982575230841242,2020-06-12,1.3554732208589,30.9994991150104,111270144.91178401,9866334.58133083,1.62756712453749,50005986.0,1952.60122699387,21.6147966009426,281531.456330825
943,-0.0576,-1.848,-0.9339,-2.6551,0.0,0.0,6,5,0.5743,0.8883,-0.7348,0.6716,5.13,0.9819863701926854,0.9793775645889058,0.9718195509932727,0.9665883886659553,2020-06-13,1.0675356455696199,33.9681119467916,107856950.282588,9622452.78417518,1.63297096754662,50058282.0,1773.2974683544298,22.5630468578365,199849.65917518
944,-0.9577,-3.8126,0.6809,0.6281,0.0,1.0,6,6,-2.031,-1.039,-2.9771,-2.2599,5.22,0.9816745561800753,0.9670850073485272,0.9651787827581295,0.9711261259612839,2020-06-14,0.8253224411764699,37.3428213573291,116048617.39265801,10380781.5378385,1.6381993691593302,50074411.0,1621.9,35.930743174114795,154256.537838495
945,0.689,-3.2829,0.924,0.7858,0.0,1.0,6,0,-1.7643,-1.6297,2.1356,-0.3861,6.12,0.5593766377123457,0.638635168948211,0.9942114642561608,0.8354576793214853,2020-06-15,1.1293417608695602,28.119899614248098,94204171.7658051,8280410.59960841,1.57838513603922,50100072.0,2133.8260869565197,23.1184925688495,317051.224608405
946,0.8859,-2.6305,-0.6057,-1.3723,0.0,0.0,6,1,2.0255,0.2157,0.8829,-0.0722,5.85,0.2349841257888775,-0.2694280337807828,0.8439964307087706,0.0619158546822267,2020-06-16,1.22310094,27.665172498351303,106374812.691088,9617963.21008684,1.65717998879161,50152553.0,2270.11333333333,15.961114682902998,487981.960086835
947,-0.5615,-3.9497,-0.7216,-2.5324,0.0,0.0,6,2,-0.6244,-0.1186,5.5131,0.3416,5.4,0.1622149348414105,-0.34472105679660375,0.47156025499853615,-0.034414298187384375,2020-06-17,1.27152182608696,25.788748854771498,108283617.57348299,8709273.10823802,1.64501066940857,50183707.0,2417.00724637681,14.434136368592801,454573.10823802
948,-0.7354,0.9661,-1.3156,-3.2603,-1.0,0.0,6,3,-0.3424,-1.1825,-1.5232,-1.0725,5.67,0.21486993890210776,-0.18906903487400678,0.22058191962201484,0.07063631201763339,2020-06-18,1.24973074193548,27.173309174415998,97298323.0370428,7714420.95468918,1.63201523090936,50235692.0,2289.49193548387,19.1538712050328,421236.57968918
949,-1.2994,-2.0338,0.4772,-2.4673,0.0,1.0,6,4,-2.0766,-1.8565,-3.0874,-2.0124,5.04,0.9093856894831367,0.9603048652975075,0.05718029700656969,0.9193762428490745,2020-06-19,1.2849850492957702,25.3851592589615,111422273.155323,8736099.47769752,1.61976334311943,50266762.0,2423.53521126761,13.6257360883358,462543.22769752
950,0.4454,-1.5085,-0.3076,2.7591,0.0,0.0,6,5,1.0124,0.8831,-0.3317,1.6427,5.04,0.980277518045849,0.9832555505295266,0.2810931293442913,0.9069638570096673,2020-06-20,1.1074774160583898,28.994534065696,107498953.678023,8238014.00234774,1.61184789532896,50285579.0,2073.89051094891,13.0310002703913,278926.50234774
951,-0.2925,-0.8859,3.7092,1.3183,1.0,1.0,6,6,-0.0987,-0.2315,-1.0628,-0.5766,4.68,0.9658640110324882,0.9926931408902567,0.9549564093867182,0.9517536221871608,2020-06-21,0.98115845890411,33.7527411675811,114560928.73716299,9006615.205898501,1.61982921390421,50344864.0,1776.9863013698603,37.879265321461894,239065.20589850002
952,3.7394,2.0952,-0.1975,4.7716,0.0,0.0,6,0,5.9081,2.9801,6.5476,2.5024,5.67,0.9962595987334316,0.9796876651829521,0.9116651756827282,0.9338291971810584,2020-06-22,1.1038669230769198,29.595660599031,112206937.05078301,8923565.20117743,1.63176879642111,50374707.0,2107.66433566434,32.951001806388604,343583.95117743
953,-0.1495,0.9607,-3.282,9.5478,-1.0,0.0,6,1,0.6618,-0.28,-0.5539,-0.0355,5.85,0.9928876165389279,0.9923329851031736,0.9769364149916099,0.960639293498382,2020-06-23,1.3049648544303798,28.049186770187898,123976895.48268402,9964641.89522986,1.6698572013628101,50437836.0,2248.4556962025304,16.0207913619926,441882.52022986
954,-3.307,-1.7578,-0.5239,4.5658,0.0,0.0,6,2,-3.4455,-2.482,-0.4928,-3.0423,4.95,0.9130364153638761,0.9989363084400803,0.7468784729597594,0.9671922372099403,2020-06-24,1.28815984892086,27.5184104154396,109068281.468943,8594577.459360499,1.61299905713149,50472691.0,2246.91366906475,13.2753659761831,398689.9593605
955,-0.5294,-1.5622,-1.0998,4.8643,-1.0,0.0,6,3,-1.1703,-0.6239,-1.1196,-0.6983,5.04,0.9176839817207206,0.9979029021890096,0.6340904871300715,0.9832565921042175,2020-06-25,1.25375966666667,27.2404857029568,110637609.25986299,8504016.54820617,1.58635430163045,50513976.0,2214.06382978723,15.7622272464653,369944.67320617
956,-1.059,-1.3469,-1.2826,-0.1971,-1.0,0.0,6,4,-1.3782,-1.0523,-1.4327,1.7773,5.4,0.9854297228132163,0.9970066335914356,0.9006455957362512,0.8355164604205533,2020-06-26,1.18609118902439,29.4572020666473,128684878.855444,9950436.65769901,1.59876772447974,50544849.0,2014.51829268293,15.9697118322166,318505.682806057
